2011-03-31 21:37:17,055 [9] INFO  Ц NHibernate 2.1.2.4000 (2.1.2.4000)
2011-03-31 21:37:21,605 [9] WARN  Ц 1. 0:0<br />2. 2:0<br />3. 0:1<br />4. 0:2<br />5. 0:1<br />6. 1:0<br />7. 0:1<br />8. 0:1<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423151173'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,605 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,605 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,606 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,606 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,606 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,606 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,606 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,606 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,616 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,616 [9] WARN  Ц ёзер dmitriy_sun сделал 1 прогнозов
2011-03-31 21:37:21,616 [9] WARN  Ц 1. 0:1<br />2. 1:0<br />3. 1:1<br />4. 0:1<br />5. 1:1<br />6. 2:1<br />7. 0:1<br />8. 0:2<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423151685'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,616 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,616 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,617 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,617 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,617 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,617 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,617 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,617 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,621 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,621 [9] WARN  Ц ёзер isvlasov сделал 1 прогнозов
2011-03-31 21:37:21,621 [9] WARN  Ц 1. 1:2<br />2. 0:0<br />3. 1:1<br />4. 1:2<br />5. 1:3<br />6. 3:0<br />7. 0:0<br />8. 0:0<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423154501'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,621 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,621 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,622 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,622 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,622 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,622 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,622 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,622 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,626 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,627 [9] WARN  Ц ёзер el_mal_grande сделал 1 прогнозов
2011-03-31 21:37:21,627 [9] WARN  Ц 1. 2:1<br />2. 2:0<br />3. 3:1<br />4. 1:2<br />5. 0:2<br />6. 3:0<br />7. 1:1<br />8. 1:2<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423155781'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,627 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,627 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,628 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,628 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,628 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,628 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,628 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,629 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,632 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,634 [9] WARN  Ц ёзер lacoste74 сделал 1 прогнозов
2011-03-31 21:37:21,634 [9] WARN  Ц 1. 2:2<br />2. 1:0<br />3. 2:1<br />4. 1:2<br />5. 0:2<br />6. 3:0<br />7. 0:1<br />8. 0:0<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423157061'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,634 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,634 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,635 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,635 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,635 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,635 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,635 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,635 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,647 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,647 [9] WARN  Ц ёзер olegze сделал 1 прогнозов
2011-03-31 21:37:21,647 [9] WARN  Ц 1. 0:0<br />2. 0:1<br />3. 2:1<br />4. 0:1<br />5. 1:3<br />6. 3:0<br />7. 1:2<br />8. 1:2<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423157317'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,647 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,648 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,648 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,648 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,649 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,649 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,649 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,649 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,654 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,655 [9] WARN  Ц ёзер hedinvairendil сделал 1 прогнозов
2011-03-31 21:37:21,655 [9] WARN  Ц 1. 0:0<br />2. 1:1<br />3. 1:1<br />4. 1:2<br />5. 1:2<br />6. 2:0<br />7. 1:2<br />8. 1:0<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423159621'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,655 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,655 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,656 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,657 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,657 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,657 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,657 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,657 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,661 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,661 [9] WARN  Ц ёзер 151151 сделал 1 прогнозов
2011-03-31 21:37:21,661 [9] WARN  Ц 1. 2:1<br />2. 1:1<br />3. 1:0<br />4. 1:2<br />5. 1:1<br />6. 3:0<br />7. 1:2<br />8. 1:1<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423162181'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,661 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,662 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,662 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,662 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,662 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,662 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,662 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,662 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,672 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,674 [9] WARN  Ц ёзер vasgen_gorapost сделал 1 прогнозов
2011-03-31 21:37:21,674 [9] WARN  Ц 1. 1:0<br />2. 0:1<br />3. 1:1<br />4. 0:2<br />5. 0:0<br />6. 2:0<br />7. 0:1<br />8. 1:0<br /><p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423164229'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,674 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,674 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,676 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,676 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,676 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,676 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,676 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,676 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,680 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,681 [9] WARN  Ц ёзер loh_ma сделал 1 прогнозов
2011-03-31 21:37:21,681 [9] WARN  Ц 1. 0:1<br />2. 1:0<br />3. 1:1<br />4. 0:2<br />5. 0:2<br />6. 2:0<br />7. 1:2<br />8. 1:0<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423164997'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,681 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,681 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,681 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,681 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,682 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,682 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,682 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,682 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,685 [9] INFO  Ц SELECT top 2 this_.LJUSER_ID as LJUSER1_1_0_, this_.NAME as NAME1_0_ FROM LJUSER this_ WHERE this_.NAME = @p0
2011-03-31 21:37:21,686 [9] WARN  Ц ёзер moscow_saint сделал 1 прогнозов
2011-03-31 21:37:21,686 [9] WARN  Ц 1. 1:2<br />2. 1:0<br />3. 2:0<br />4. 0:1<br />5. 2:1<br />6. 1:0<br />7. 0:0<br />8. 1:1<p style='margin: 0.7em 0 0.2em 0'><font size='-2'>(<a href='http://community.livejournal.com/ru_football/7192133.html?replyto=423167045'>Reply to this</a>) </font></p>
2011-03-31 21:37:21,686 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,686 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,686 [9] INFO  Ц processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:21,686 [9] INFO  Ц cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,686 [9] INFO  Ц done cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,686 [9] INFO  Ц deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,686 [9] INFO  Ц done deleting orphans for collection: Domain.Ljuser.Forecasts
2011-03-31 21:37:21,686 [9] INFO  Ц done processing cascade NHibernate.Engine.CascadingAction+SaveUpdateCascadingAction for: Domain.Ljuser
2011-03-31 21:37:24,324 [4] ERROR Ц ќшибка 
System.Web.HttpException (0x80004005): File does not exist.
   at System.Web.StaticFileHandler.GetFileInfo(String virtualPathWithPathInfo, String physicalPath, HttpResponse response)
   at System.Web.StaticFileHandler.ProcessRequestInternal(HttpContext context, String overrideVirtualPath)
   at System.Web.DefaultHttpHandler.BeginProcessRequest(HttpContext context, AsyncCallback callback, Object state)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously)
